Name;Surname;Username;Email alias;Managerial level;Manager;Office;OU Level 1 - Country;OU Level 2 - Office;Password;Groups;Owner of groups
Laura;Stanley;LauSta01;Laura.Stanley@contoso.com;6;PedBuc01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo89,GroupNo111,GroupNo196,GroupNo199,GroupNo204,GroupNo224;
Adelina;Buckley;AdeBuc01;Adelina.Buckley@contoso.com;6;KenOne01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo64,GroupNo216;
Tenley;Stevens;TenSte01;Tenley.Stevens@contoso.com;6;LilNgu01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo11,GroupNo24,GroupNo96,GroupNo122;GroupNo26
Ricky;Dyer;RicDye01;Ricky.Dyer@contoso.com;6;SkyBai01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo102;
Myla;Sharp;MylSha01;Myla.Sharp@contoso.com;6;EsmMck01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo93,GroupNo141;
Roland;Obrien;RolObr01;Roland.Obrien@contoso.com;6;ReyCon01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo49,GroupNo90,GroupNo190;
Aarav;Riley;AarRil01;Aarav.Riley@contoso.com;6;JefCha01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Avalynn;Perez;AvaPer01;Avalynn.Perez@contoso.com;6;TinBow01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo82,GroupNo157;
Aria;Pearson;AriPea01;Aria.Pearson@contoso.com;6;AilTre01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo129,GroupNo174,GroupNo217;
Katalina;Caldwell;KatCal01;Katalina.Caldwell@contoso.com;6;KatMun01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo18,GroupNo46,GroupNo101;
Ayaan;Jacobs;AyaJac01;Ayaan.Jacobs@contoso.com;6;HopBar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo188;
Yara;Rosa;YarRos01;Yara.Rosa@contoso.com;6;BelMac01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo164,GroupNo173;
Leandro;Golden;LeaGol01;Leandro.Golden@contoso.com;6;PauSni01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo80,GroupNo83;
Luciano;Mack;LucMac01;Luciano.Mack@contoso.com;6;SkyBai01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo15,GroupNo197;GroupNo4
Kenna;Cotton;KenCot01;Kenna.Cotton@contoso.com;6;PaoSte01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo17,GroupNo109,GroupNo141;
Kathleen;Holland;KatHol01;Kathleen.Holland@contoso.com;6;KyrSea01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo137,GroupNo153;
Rosa;Mack;RosMac01;Rosa.Mack@contoso.com;6;MiaGof01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo91,GroupNo182,GroupNo201;
Julianna;Cameron;JulCam01;Julianna.Cameron@contoso.com;6;NikDan01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo51,GroupNo131;
Paulina;Cross;PauCro01;Paulina.Cross@contoso.com;6;AbdLeo01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo80,GroupNo104;
Alexis;Hood;AleHoo01;Alexis.Hood@contoso.com;6;MarBra01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo92,GroupNo116;
Jamison;Welch;JamWel01;Jamison.Welch@contoso.com;6;EmeBar02;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo4,GroupNo203;
Mya;Moreno;MyaMor01;Mya.Moreno@contoso.com;6;LegGeo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo72;
Scott;Barry;ScoBar01;Scott.Barry@contoso.com;6;LewBec01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo5,GroupNo27,GroupNo46,GroupNo69,GroupNo157,GroupNo194;
Rocco;Odonnell;RocOdo01;Rocco.Odonnell@contoso.com;6;KriWag01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo74,GroupNo84,GroupNo171,GroupNo182;
Luke;Ochoa;LukOch01;Luke.Ochoa@contoso.com;6;GiaBoy01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo114;
Marquis;Weeks;MarWee02;Marquis.Weeks02@contoso.com;6;DawSte01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo1,GroupNo31;
Nadia;Christian;NadChr01;Nadia.Christian@contoso.com;6;CamHow01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo122,GroupNo147,GroupNo173,GroupNo215;
Sky;Hardin;SkyHar02;Sky.Hardin02@contoso.com;6;HayTan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo148;
Jair;Small;JaiSma01;Jair.Small@contoso.com;6;SalPer01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo108;
Emily;Nicholson;EmiNic01;Emily.Nicholson@contoso.com;6;WesHol01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo46,GroupNo165;
Imani;Mcdowell;ImaMcd01;Imani.Mcdowell@contoso.com;6;RosLar01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo53;
Queen;Wong;QueWon01;Queen.Wong@contoso.com;6;MaxHoo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo104,GroupNo138,GroupNo194;
Destiny;Tran;DesTra01;Destiny.Tran@contoso.com;6;AlaWel01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo136;
Ty;Parks;TyPar01;Ty.Parks@contoso.com;6;KaiDav01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;
Santana;Stokes;SanSto01;Santana.Stokes@contoso.com;6;KamLam01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo223;
Yahir;Webb;YahWeb01;Yahir.Webb@contoso.com;6;MilDuf01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo148,GroupNo228,GroupNo233;
Isaac;Gentry;IsaGen01;Isaac.Gentry@contoso.com;6;RobRob01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo208;
Steven;Gay;SteGay01;Steven.Gay@contoso.com;6;RoyPea01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo9,GroupNo28;
Amy;Jennings;AmyJen01;Amy.Jennings@contoso.com;6;CaiTra01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo150;
Alistair;Dillard;AliDil01;Alistair.Dillard@contoso.com;6;CatDec01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo15,GroupNo101;
Kali;Bernard;KalBer01;Kali.Bernard@contoso.com;6;DaxCur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo47,GroupNo92,GroupNo95,GroupNo153;
Luella;Ayala;LueAya01;Luella.Ayala@contoso.com;6;KaiGil01;London;England;London;Zaq12wsx;Office license,Domain Users;
Gemma;Collier;GemCol01;Gemma.Collier@contoso.com;6;MyaFit01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo163,GroupNo164,GroupNo194;GroupNo79
Brantley;Haynes;BraHay01;Brantley.Haynes@contoso.com;6;MilPer01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo166,GroupNo176;
Mckinley;Russo;MckRus01;Mckinley.Russo@contoso.com;6;GavRob01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo83;
Jaliyah;Trujillo;JalTru01;Jaliyah.Trujillo@contoso.com;6;KyeEsp01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo146,GroupNo191,GroupNo206,GroupNo224;
Corbin;Cole;CorCol01;Corbin.Cole@contoso.com;6;ReeSul01;New York;United States;New York;Zaq12wsx;Office license,Domain Users;
Sonny;Rodriquez;SonRod01;Sonny.Rodriquez@contoso.com;6;LegGeo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo10,GroupNo34,GroupNo39,GroupNo214;
Ariel;Frazier;AriFra01;Ariel.Frazier@contoso.com;6;AitMel01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo29,GroupNo180;GroupNo155
Jade;Fitzpatrick;JadFit01;Jade.Fitzpatrick@contoso.com;6;SaoLan01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users;
Randy;Lambert;RanLam01;Randy.Lambert@contoso.com;6;HayAle01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo62,GroupNo83,GroupNo215;
Marie;Cantu;MarCan02;Marie.Cantu02@contoso.com;6;GraRus01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo198;GroupNo110
Killian;Foster;KilFos01;Killian.Foster@contoso.com;6;PhoOne01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users;
Adelina;Dotson;AdeDot01;Adelina.Dotson@contoso.com;6;RyaPow01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo32;
Bristol;Park;BriPar01;Bristol.Park@contoso.com;6;MaxHar01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo6,GroupNo99,GroupNo181;
Frederick;Thornton;FreTho01;Frederick.Thornton@contoso.com;6;AliGib01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo124,GroupNo229;
Mira;Rice;MirRic01;Mira.Rice@contoso.com;6;HanBri01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo28,GroupNo225,HR;
Dash;Dunn;DasDun01;Dash.Dunn@contoso.com;6;MylWoo01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo23,GroupNo95,GroupNo138,GroupNo196,GroupNo203;
Kody;York;KodYor01;Kody.York@contoso.com;6;SalPer01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo7,GroupNo58,GroupNo129;
Princeton;Pena;PriPen01;Princeton.Pena@contoso.com;6;WatBer01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo13;
Vance;Pugh;VanPug01;Vance.Pugh@contoso.com;6;SimMcc01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo109,GroupNo134,GroupNo171;
Eileen;Williamson;EilWil01;Eileen.Williamson@contoso.com;6;ElySan01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo16,GroupNo97,GroupNo164,GroupNo212,GroupNo225;
Quinton;Briggs;QuiBri01;Quinton.Briggs@contoso.com;6;PieBur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo142;
Kieran;Jacobson;KieJac01;Kieran.Jacobson@contoso.com;6;BruEsp01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo97;
Billy;Hurst;BilHur01;Billy.Hurst@contoso.com;6;PieBur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Fletcher;Douglas;FleDou01;Fletcher.Douglas@contoso.com;6;MigRob01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo127;
Reese;Pierce;ReePie01;Reese.Pierce@contoso.com;6;BiaDil01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo21,GroupNo35,GroupNo89,GroupNo144;
Jeremias;Mercado;JerMer01;Jeremias.Mercado@contoso.com;6;DakDav01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;GroupNo104
Mark;Finley;MarFin01;Mark.Finley@contoso.com;6;ElySan01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo227;
Makayla;Vaughn;MakVau01;Makayla.Vaughn@contoso.com;6;FraBur01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo216;
Myles;Jensen;MylJen01;Myles.Jensen@contoso.com;6;AloWar01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo43;
Alexia;Riley;AleRil01;Alexia.Riley@contoso.com;6;CalGil01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo63,GroupNo180;
Zayd;Dunn;ZayDun01;Zayd.Dunn@contoso.com;6;JohSex01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo80,GroupNo173,GroupNo220,GroupNo232;
Kenny;Reyes;KenRey01;Kenny.Reyes@contoso.com;6;AmiMur01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo188;
Patricia;Brady;PatBra01;Patricia.Brady@contoso.com;6;AnnFra01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo70;
Isabelle;Shepherd;IsaShe01;Isabelle.Shepherd@contoso.com;6;AmiMur01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo22,GroupNo74;
Alondra;Levine;AloLev01;Alondra.Levine@contoso.com;6;JulTho01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users;
Abdullah;Rojas;AbdRoj01;Abdullah.Rojas@contoso.com;6;SilRom01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo49,GroupNo74,GroupNo97,Developers;
Chanel;Mendez;ChaMen01;Chanel.Mendez@contoso.com;6;SerAnt01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo133,GroupNo188,GroupNo208;
Remington;Lawson;RemLaw01;Remington.Lawson@contoso.com;6;NikFue01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo86;
Stephanie;Mclaughlin;SteMcl01;Stephanie.Mclaughlin@contoso.com;6;LanPac01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Mina;William;MinWil01;Mina.William@contoso.com;6;JewGil01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo220;
Harley;Pennington;HarPen01;Harley.Pennington@contoso.com;6;ZyaGil01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo103,GroupNo116;
Zane;Wiley;ZanWil01;Zane.Wiley@contoso.com;6;CatDec01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Julissa;Porter;JulPor01;Julissa.Porter@contoso.com;6;MalGil01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo22,GroupNo103,GroupNo199;
Alianna;Harrison;AliHar01;Alianna.Harrison@contoso.com;6;MadMci01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo32,GroupNo91,GroupNo189,GroupNo198,GroupNo231;
Elaine;Robles;ElaRob01;Elaine.Robles@contoso.com;6;KolVel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo50,GroupNo100,GroupNo199,GroupNo218;
Bobby;Randall;BobRan01;Bobby.Randall@contoso.com;6;AxlKel01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo12,GroupNo67,GroupNo144;GroupNo67
Ashton;Greer;AshGre01;Ashton.Greer@contoso.com;6;RubGre01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo124,GroupNo131,GroupNo181;
Willow;Hooper;WilHoo01;Willow.Hooper@contoso.com;6;BreDud01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo225;
Kade;Hahn;KadHah01;Kade.Hahn@contoso.com;6;MelCle01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo80,GroupNo194;
Zeke;Hester;ZekHes01;Zeke.Hester@contoso.com;6;AleRod01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users;
Cohen;Chase;CohCha01;Cohen.Chase@contoso.com;6;EmmFig01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo83,GroupNo97,GroupNo178,GroupNo196,GroupNo212;
Zaiden;Lindsay;ZaiLin01;Zaiden.Lindsay@contoso.com;6;ZurFue01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo31;
Aarav;Carpenter;AarCar01;Aarav.Carpenter@contoso.com;6;RivBel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo159;
George;Roman;GeoRom01;George.Roman@contoso.com;6;SunBla01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo22,GroupNo114,GroupNo206,GroupNo223;
Gerardo;Davidson;GerDav01;Gerardo.Davidson@contoso.com;6;BriOrt01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo106,GroupNo114;
Bronson;Browning;BroBro01;Bronson.Browning@contoso.com;6;MeiTan01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo192;
Dahlia;Sweeney;DahSwe01;Dahlia.Sweeney@contoso.com;6;BayEve01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo71,GroupNo157;
Madeleine;Larsen;MadLar02;Madeleine.Larsen02@contoso.com;6;BenWeb01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo167,GroupNo229;
Ledger;Glass;LedGla01;Ledger.Glass@contoso.com;6;SalHol01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo69;GroupNo129
Royal;Holder;RoyHol01;Royal.Holder@contoso.com;6;BarShe01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo87,GroupNo229;
Cali;Jimenez;CalJim01;Cali.Jimenez@contoso.com;6;AliSol01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo154;
Emery;Whitfield;EmeWhi01;Emery.Whitfield@contoso.com;6;WesCoc01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users;
Colette;Monroe;ColMon01;Colette.Monroe@contoso.com;6;MicHar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo19,GroupNo193,GroupNo207;
Reed;Walker;ReeWal01;Reed.Walker@contoso.com;6;AriSta01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo23,GroupNo25,GroupNo49,GroupNo85;
Dorothy;Mcdowell;DorMcd01;Dorothy.Mcdowell@contoso.com;6;LilBro01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo27,GroupNo35,GroupNo40,HR;
Silas;Weaver;SilWea01;Silas.Weaver@contoso.com;6;PerDun01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo158;
Kylian;Cotton;KylCot01;Kylian.Cotton@contoso.com;6;LanWat01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo97,GroupNo209;
Samantha;Franks;SamFra01;Samantha.Franks@contoso.com;6;AnnLar01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Kamryn;Calhoun;KamCal01;Kamryn.Calhoun@contoso.com;6;SloGil01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo1,GroupNo189,GroupNo199;
Isabelle;Mercer;IsaMer01;Isabelle.Mercer@contoso.com;6;LiaSim01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo8,GroupNo100;
Steven;Yates;SteYat01;Steven.Yates@contoso.com;6;DaxCur01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo42,GroupNo51,GroupNo128,GroupNo162,GroupNo186;
Erin;Dillard;EriDil01;Erin.Dillard@contoso.com;6;PhoRos01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo3,GroupNo121,GroupNo187;
Estrella;Gallegos;EstGal01;Estrella.Gallegos@contoso.com;6;EllAsh01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo18,GroupNo74,GroupNo187;
Hayden;Murray;HayMur01;Hayden.Murray@contoso.com;6;BriWeb01;New York;United States;New York;Zaq12wsx;Office license,Domain Users,GroupNo119,GroupNo206;GroupNo171
Monica;Jacobs;MonJac01;Monica.Jacobs@contoso.com;6;WarDau01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo191,GroupNo199;
Jayla;James;JayJam01;Jayla.James@contoso.com;6;JoyMac01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo56,GroupNo120,GroupNo209;
Alina;Kirby;AliKir01;Alina.Kirby@contoso.com;6;HarGom01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo3,GroupNo225;
Ronan;Oneill;RonOne01;Ronan.Oneill@contoso.com;6;RebCha01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Elias;Hurley;EliHur01;Elias.Hurley@contoso.com;6;HeaWoo01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo134;
Emani;Morales;EmaMor01;Emani.Morales@contoso.com;6;MadBre01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users;
Malaysia;Davidson;MalDav01;Malaysia.Davidson@contoso.com;6;OdiAda01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo142,GroupNo151;
Rosalyn;Dyer;RosDye01;Rosalyn.Dyer@contoso.com;6;JusMor01;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo189,GroupNo195;
Joziah;Dyer;JozDye01;Joziah.Dyer@contoso.com;6;HowHen01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo72,GroupNo169,GroupNo205,GroupNo221;
Jessica;Ray;JesRay01;Jessica.Ray@contoso.com;6;FinKey01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo55,GroupNo157;
Jackson;Tanner;JacTan01;Jackson.Tanner@contoso.com;6;AlaWel01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo7,GroupNo10,GroupNo222;
Joey;Curtis;JoeCur01;Joey.Curtis@contoso.com;6;RivBel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users;GroupNo18
Oakley;Mcintyre;OakMci01;Oakley.Mcintyre@contoso.com;6;DemSan01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo52,GroupNo134,GroupNo201,Developers;
Annalise;Brooks;AnnBro01;Annalise.Brooks@contoso.com;6;RayWil01;London;England;London;Zaq12wsx;Office license,Domain Users;
Donald;Peters;DonPet01;Donald.Peters@contoso.com;6;KelSch01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo182;
Colt;Soto;ColSot01;Colt.Soto@contoso.com;6;FinFin01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo127;
Alvin;Hatfield;AlvHat01;Alvin.Hatfield@contoso.com;6;KaiGil01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo92;
Aarav;Dudley;AarDud01;Aarav.Dudley@contoso.com;6;EliWhe01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo70,GroupNo112,GroupNo180;
Emmeline;Whitley;EmmWhi01;Emmeline.Whitley@contoso.com;6;AriSin01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo109,GroupNo222;
Ezekiel;Black;EzeBla01;Ezekiel.Black@contoso.com;6;JonCar01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo74,GroupNo211;
Alfredo;Holman;AlfHol01;Alfredo.Holman@contoso.com;6;ArmCar02;Mombai;India;Mombai;Zaq12wsx;Office license,Domain Users,GroupNo133,GroupNo178;
Eden;Kidd;EdeKid01;Eden.Kidd@contoso.com;6;EdeBra01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo164,GroupNo188,GroupNo218,GroupNo221;
Russell;Lott;RusLot01;Russell.Lott@contoso.com;6;OdiAda01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo95,GroupNo97;
Kennedi;Landry;KenLan01;Kennedi.Landry@contoso.com;6;HayVan01;Bristol;England;Bristol;Zaq12wsx;Office license,Domain Users,GroupNo100,GroupNo170;GroupNo17
Emerson;Ayers;EmeAye01;Emerson.Ayers@contoso.com;6;MicHar01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo141;
Emanuel;Burns;EmaBur01;Emanuel.Burns@contoso.com;6;ZavWoo01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo33,GroupNo63;
Sincere;Wiley;SinWil01;Sincere.Wiley@contoso.com;6;TraMck01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo24,GroupNo98;
Rafael;Shepherd;RafShe01;Rafael.Shepherd@contoso.com;6;KolVel01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo34,GroupNo182;
Heidi;Terrell;HeiTer01;Heidi.Terrell@contoso.com;6;JesDau01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo172,GroupNo227;
Giana;Hendricks;GiaHen01;Giana.Hendricks@contoso.com;6;LeaMon01;San Francisco;United States;San Francisco;Zaq12wsx;Office license,Domain Users,GroupNo143;
Zeke;Middleton;ZekMid01;Zeke.Middleton@contoso.com;6;MorBla01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo119,GroupNo123,GroupNo182;
Harleigh;Puckett;HarPuc01;Harleigh.Puckett@contoso.com;6;CalMos01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo74,GroupNo80,GroupNo209,GroupNo227;
Eric;Wheeler;EriWhe01;Eric.Wheeler@contoso.com;6;WesGut01;Chicago;United States;Chicago;Zaq12wsx;Office license,Domain Users,GroupNo62,GroupNo136,GroupNo213;
Jayde;Woods;JayWoo01;Jayde.Woods@contoso.com;6;CalAlb01;London;England;London;Zaq12wsx;Office license,Domain Users,GroupNo1,GroupNo109;
Ann;Clements;AnnCle01;Ann.Clements@contoso.com;6;HayAle01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,Developers;
Allan;Barton;AllBar01;Allan.Barton@contoso.com;6;LuiMit01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo154,GroupNo195;
Emanuel;Singleton;EmaSin01;Emanuel.Singleton@contoso.com;6;AubGal01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users;
Keegan;Rivas;KeeRiv01;Keegan.Rivas@contoso.com;6;MaeTil01;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo53,GroupNo55,GroupNo64,GroupNo169,GroupNo227;
Bexley;Mcgowan;BexMcg01;Bexley.Mcgowan@contoso.com;6;MarFin02;Vancouver;Canada;Vancouver;Zaq12wsx;Office license,Domain Users,GroupNo128;
Paola;Guerrero;PaoGue01;Paola.Guerrero@contoso.com;6;AriWal01;Dallas;United States;Dallas;Zaq12wsx;Office license,Domain Users,GroupNo74,GroupNo162,GroupNo203,IT Support;
Aubrielle;Stephens;AubSte01;Aubrielle.Stephens@contoso.com;6;MasWag01;Ottawa;Canada;Ottawa;Zaq12wsx;Office license,Domain Users,GroupNo142,GroupNo168;
